Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
10/17/2018,222.3,222.64,219.34,221.19,22885397,0,1,221.5243619,221.8631756,218.5746898,220.4182349,22885397
10/16/2018,218.93,222.99,216.7627,222.15,29183963,0,1,218.1661204,222.2119544,216.0063824,221.3748853,29183963
10/15/2018,221.16,221.83,217.27,217.36,30791007,0,1,220.3883395,221.0560018,216.5119123,216.6015983,30791007
10/12/2018,220.42,222.88,216.84,222.11,40337851,0,1,219.6509215,222.1023382,216.0834127,221.3350249,40337851
10/11/2018,214.52,219.5,212.32,214.45,53124392,0,1,213.7715075,218.7341315,211.5791836,213.7017517,53124392
10/10/2018,225.46,226.35,216.05,216.36,41990554,0,1,224.6733362,225.5602309,215.2961691,215.6050875,41990554
10/9/2018,223.64,227.27,222.2462,226.87,26891029,0,1,222.8596865,226.4770208,221.4707496,226.0784165,26891029
10/8/2018,222.21,224.8,220.2,223.77,29663923,0,1,221.4346759,224.015639,219.4316891,222.9892329,29663923
10/5/2018,227.96,228.41,220.58,224.29,33580463,0,1,227.1646133,227.6130432,219.8103633,223.5074185,33580463
10/4/2018,230.78,232.35,226.73,227.99,32042000,0,1,229.9747739,231.539296,225.938905,227.1945087,32042000
10/3/2018,230.05,233.47,229.78,232.07,28654799,0,1,229.247321,232.6553881,228.9782631,231.2602729,28654799
10/2/2018,227.25,230,226.63,229.28,24788170,0,1,226.4570906,229.1974955,225.8392539,228.4800076,24788170
10/1/2018,227.95,229.42,226.35,227.26,23600802,0,1,227.1546482,228.6195192,225.5602309,226.4670557,23600802
9/28/2018,224.79,225.84,224.02,225.74,22929364,0,1,224.0056739,225.0520103,223.2383606,224.9523592,22929364
9/27/2018,223.82,226.44,223.54,224.95,30181227,0,1,223.0390584,225.6499168,222.7600354,224.1651157,30181227
9/26/2018,221,223.75,219.76,220.42,23984706,0,1,220.2288978,222.9693026,218.9932244,219.6509215,23984706
9/25/2018,219.75,222.82,219.7,222.19,24554379,0,1,218.9832592,222.0425476,218.9334337,221.4147457,24554379
9/24/2018,216.82,221.26,216.63,220.79,27693358,0,1,216.0634825,220.4879906,215.8741454,220.0196305,27693358
9/21/2018,220.78,221.36,217.29,217.66,96246748,0,1,220.0096654,220.5876417,216.5318426,216.9005516,96246748
9/20/2018,220.24,222.28,219.15,220.03,26608794,0,1,219.4715496,221.5044317,218.3853527,219.2622823,26608794
9/19/2018,218.5,219.62,215.3,218.37,27123833,0,1,217.7376207,218.8537128,214.548786,217.6080743,27123833
9/18/2018,217.79,221.85,217.12,218.24,31571712,0,1,217.030098,221.075932,216.3624357,217.4785279,31571712
9/17/2018,222.15,222.95,217.27,217.88,37195133,0,1,221.3748853,222.172094,216.5119123,217.119784,37195133
9/14/2018,225.75,226.84,222.522,223.84,31999289,0,1,224.9623243,226.0485212,221.7455873,223.0589886,31999289
9/13/2018,223.52,228.35,222.57,226.41,41706377,0,1,222.7401052,227.5532526,221.7934198,225.6200215,41706377
9/12/2018,224.94,225,219.84,221.07,49278740,0,1,224.1551506,224.2149412,219.0729452,220.2986536,49278740
9/11/2018,218.01,224.299,216.56,223.85,35749049,0,1,217.2493304,223.5163871,215.8043896,223.0689537,35749049
9/10/2018,220.95,221.85,216.47,218.33,39516453,0,1,220.1790723,221.075932,215.7147037,217.5682138,39516453
9/7/2018,221.85,225.37,220.71,221.3,37619810,0,1,221.075932,224.5836502,219.9399097,220.5278511,37619810
9/6/2018,226.23,227.35,221.3,223.1,34289976,0,1,225.4406496,226.5567417,220.5278511,222.3215706,34289976
9/5/2018,228.99,229.67,225.1,226.87,33332960,0,1,228.1910195,228.8686469,224.3145923,226.0784165,33332960
9/4/2018,228.41,229.18,226.63,228.36,27390132,0,1,227.6130432,228.3803566,225.8392539,227.5632177,27390132
8/31/2018,226.51,228.87,226,227.63,43340134,0,1,225.7196726,228.0714382,225.2114521,226.8357647,43340134
8/30/2018,223.25,228.26,222.4,225.03,48793824,0,1,222.4710472,227.4635666,221.624013,224.2448365,48793824
8/29/2018,220.15,223.49,219.41,222.98,27254804,0,1,219.3818636,222.7102098,218.6444456,222.2019893,27254804
8/28/2018,219.01,220.54,218.92,219.7,22776766,0,1,218.2458412,219.7705028,218.1561552,218.9334337,22776766
8/27/2018,217.15,218.74,216.33,217.94,20525117,0,1,216.392331,217.9767833,215.5751921,217.1795746,20525117
8/24/2018,216.6,216.9,215.11,216.16,18476356,0,1,215.8442501,216.1432033,214.3594489,215.4057853,18476356
8/23/2018,214.65,217.05,214.6,215.49,18883224,0,1,213.9010539,216.29268,213.8512284,214.738123,18883224
8/22/2018,214.1,216.36,213.84,215.05,19018131,0,1,213.3529729,215.6050875,213.0938801,214.2996583,19018131
8/21/2018,216.8,217.19,214.025,215.04,26159755,0,1,216.0435522,216.4321915,213.2782346,214.2896931,26159755
8/20/2018,218.1,219.18,215.11,215.46,30287695,0,1,217.3390163,218.4152481,214.3594489,214.7082277,30287695
8/17/2018,213.44,217.95,213.16,217.58,35426997,0,1,212.6952758,217.1895397,212.4162527,216.8208307,35426997
8/16/2018,211.75,213.8121,211.47,213.32,28500367,0,1,211.0111725,213.0660775,210.7321494,212.5756945,28500367
8/15/2018,209.22,210.74,208.33,210.24,28807564,0,1,208.49,210.0046965,207.6031053,209.5064411,28807564
8/14/2018,210.155,210.56,208.26,209.75,20748010,0,1,209.4217376,209.8253245,207.5333496,209.0181508,20748010
8/13/2018,207.7,210.952,207.7,208.87,25890880,0,1,206.9753035,210.2159568,206.9753035,208.1412212,25890880
8/10/2018,207.36,209.1,206.67,207.53,24611202,0.73,1,206.6364898,208.3704187,205.9488973,206.8058967,24611202
8/9/2018,207.28,209.78,207.2,208.88,23492626,0,1,205.8327392,208.3152838,205.7532977,207.4215677,23492626
8/8/2018,206.05,207.81,204.52,207.25,22525487,0,1,204.6113272,206.3590386,203.0920099,205.8029486,22525487
8/7/2018,209.32,209.5,206.76,207.11,25587387,0,1,207.8584956,208.0372388,205.3163699,205.6639261,25587387
8/6/2018,208,209.25,207.07,209.07,25425387,0,1,206.547712,207.7889843,205.6242054,207.6102411,25425387
8/3/2018,207.03,208.74,205.4803,207.99,33447396,0,1,205.5844847,207.2825452,204.045605,206.5377818,33447396
8/2/2018,200.58,208.38,200.35,207.39,62404012,0,1,199.1795196,206.9250588,198.9511255,205.9419711,62404012
8/1/2018,199.13,201.76,197.31,201.5,67935716,0,1,197.7396437,200.3512807,195.9323512,200.093096,67935716
7/31/2018,190.3,192.14,189.34,190.29,39373038,0,1,188.9712961,190.798449,188.017999,188.961366,39373038
7/30/2018,191.9,192.2,189.07,189.91,21029535,0,1,190.5601247,190.8580301,187.7498842,188.5840192,21029535
