Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
1/23/2014,549.94,556.5,544.8064,556.18,14401400,0,1,71.76029777,72.61629579,71.09042712,72.57453979,100809800
1/22/2014,550.9147,557.29,547.81,551.51,13570900,0,1,71.88748394,72.71938092,71.48235938,71.96516315,94996300
1/21/2014,540.99,550.07,540.42,549.07,11733100,0,1,70.59243461,71.77726114,70.51805673,71.64677364,82131700
1/17/2014,551.48,552.07,539.9,540.67,15240700,0,1,71.96124852,72.03823615,70.45020323,70.55067861,106684900
1/16/2014,554.9,556.85,551.68,554.25,8188500,0,1,72.40751579,72.66196642,71.98734602,72.32269891,57319500
1/15/2014,553.52,560.2,551.66,557.36,13987100,0,1,72.22744303,73.09909955,71.98473627,72.72851504,97909700
1/14/2014,538.22,546.73,537.66,546.39,11877200,0,1,70.23098422,71.34143288,70.15791122,71.29706713,83140400
1/13/2014,529.91,542.5,529.88,535.73,13517600,0,1,69.14663307,70.78947074,69.14271844,69.90607034,94623200
1/10/2014,539.83,540.8,531.11,532.94,10892000,0,1,70.4410691,70.56764198,69.30321807,69.5420102,76244000
1/9/2014,546.8,546.86,535.3501,536.519,9969600,0,1,71.35056701,71.35839626,69.85649814,70.00902498,69787200
1/8/2014,538.81,545.56,538.69,543.46,9233200,0,1,70.30797185,71.1887625,70.29231335,70.91473874,64632400
1/7/2014,544.32,545.96,537.925,540.0375,11328900,0,1,71.026958,71.2409575,70.19249041,70.46814526,79302300
1/6/2014,537.45,546.8,533.6,543.93,14736100,0,1,70.13050885,71.35056701,69.62813196,70.97606787,103152700
1/3/2014,552.86,553.7,540.43,540.98,14016700,0,1,72.14132128,72.25093078,70.51936161,70.59112973,98116900
1/2/2014,555.68,557.03,552.021,553.13,8381600,0,1,72.50929604,72.68545417,72.03184226,72.1765529,58671200
12/31/2013,554.17,561.28,554,561.02,7967300,0,1,72.31225991,73.24002606,72.29007703,73.20609931,55771100
12/30/2013,557.46,560.09,552.321,554.52,9058200,0,1,72.74156379,73.08474593,72.07098851,72.35793053,63407400
12/27/2013,563.82,564.41,559.5,560.09,8067300,0,1,73.57146432,73.64845195,73.0077583,73.08474593,56471100
12/26/2013,568.1,569.5,563.376,563.9,7286000,0,1,74.12995083,74.31263334,73.51352787,73.58190332,51002000
12/24/2013,569.89,571.88,566.03,567.67,5984100,0,1,74.36352347,74.6231936,73.8598417,74.07384121,41888700
12/23/2013,568,570.72,562.76,570.09,17903800,0,1,74.11690208,74.47182809,73.43314756,74.38962097,125326600
12/20/2013,545.43,551.61,544.8175,549.02,15586200,0,1,71.17179913,71.9782119,71.09187553,71.64024926,109103400
12/19/2013,549.5,550,543.7301,544.46,11439600,0,1,71.70288327,71.76812702,70.94998342,71.04522625,80077200
12/18/2013,549.7,551.45,538.8,550.77,20209400,0,1,71.72898077,71.9573339,70.30666698,71.8686024,141465800
12/17/2013,555.81,559.44,553.375,554.99,8210800,0,1,72.52625941,72.99992905,72.20852234,72.41925966,57475600
12/16/2013,555.02,562.6389,555.01,557.5,10092600,0,1,72.42317429,73.41734553,72.42186941,72.74678329,70648200
12/13/2013,562.85,562.88,553.67,554.43,11886500,0,1,73.44489144,73.44880606,72.24701616,72.34618666,83205500
12/12/2013,562.1415,565.34,560.03,560.54,9367500,0,1,73.35244104,73.76980532,73.07691668,73.14346531,65572500
12/11/2013,567,570.97,559.69,561.36,12847100,0,1,73.98641458,74.50444997,73.03255093,73.25046506,89929700
12/10/2013,563.58,567.88,561.2,565.55,9938200,0,1,73.54014732,74.10124358,73.22958706,73.7972077,69567400
12/9/2013,560.9001,569.58,560.9001,566.43,11446200,0,1,73.19045386,74.32307234,73.19045386,73.9120367,80123400
12/6/2013,565.79,566.75,559.57,560.02,12298300,0,1,73.8285247,73.9537927,73.01689243,73.0756118,86088100
12/5/2013,572.65,575.1358,566.41,567.901,15985000,0,1,74.72366898,75.04803481,73.90942695,74.10398382,111895000
12/4/2013,565.5,569.19,560.82,565,13493200,0,1,73.79068332,74.27218221,73.18000181,73.72543957,94452400
12/3/2013,558.3,566.38,557.68,566.322,16106000,0,1,72.8511733,73.90551233,72.77027105,73.89794405,112742000
12/2/2013,558,564.3299,550.82,551.23,16876600,0,1,72.81202705,73.6379999,71.87512677,71.92862665,118136200
11/29/2013,549.48,558.33,547.81,556.07,11361700,0,1,71.70027352,72.85508792,71.48235938,72.56018616,79531900
11/27/2013,536.3098,546,533.4,545.96,12980300,0,1,69.98172699,71.246177,69.60203446,71.2409575,90862100
11/26/2013,524.12,536.14,524,533.4,14335100,0,1,68.39111042,69.95957022,68.37545192,69.60203446,100345700
11/25/2013,521.02,525.87,521,523.74,8189700,0,1,67.98659916,68.61946355,67.98398941,68.34152517,57327900
11/22/2013,519.52,522.16,518.53,519.8,7990200,0,1,67.79086791,68.13535492,67.66168528,67.82740441,55931400
11/21/2013,517.6,521.21,513.67,521.136,9358100,0,1,67.5403319,68.01139179,67.02751601,68.00173571,65506700
11/20/2013,519.23,520.42,514.33,515,6925600,0,1,67.75302653,67.90830666,67.11363776,67.20106439,48479200
11/19/2013,519.03,523.38,517.97,519.55,7462100,0,1,67.72692903,68.29454967,67.58861227,67.79478253,52234700
11/18/2013,524.99,527.19,518.2,518.629,8748000,0,1,68.50463455,68.79170706,67.6186244,67.67460354,61236000
11/15/2013,526.58,529.09,524.49,524.991,11354300,0,1,68.71210968,69.03963332,68.4393908,68.50476504,79480100
11/14/2013,522.81,529.28,521.87,528.16,10086400,0,1,68.22017179,69.06442594,68.09751354,68.91827994,70604800
11/13/2013,518,522.25,516.96,520.634,7043600,0,1,67.5925269,68.14709879,67.4568199,67.93623098,49305200
11/12/2013,517.67,523.92,517,520.01,7295600,0,1,67.54946602,68.36501292,67.4620394,67.85480678,51069200
11/11/2013,519.99,521.67,514.41,519.048,8123300,0,1,67.85219703,68.07141604,67.12407676,67.7292778,56863100
11/8/2013,514.58,521.13,512.59,520.56,9975600,0,1,67.14625964,68.00095279,66.88658951,67.92657491,69829200
11/7/2013,519.58,523.19,512.38,512.492,9379300,0,1,67.79869716,68.26975704,66.85918713,66.87380173,65655100
11/6/2013,524.15,524.86,518.2,520.92,7977700,3.05,1,68.39502505,68.48767118,67.6186244,67.97355041,55843900
11/5/2013,524.58,528.885,523,525.449,9471900,0,1,68.05268446,68.61116325,67.84771431,68.16541804,66303300
11/4/2013,521.1,526.82,518.81,526.75,8736700,0,1,67.60123121,68.34327505,67.30415422,68.33419409,61156900
11/1/2013,524.02,524.8,515.84,520.03,9817500,0,1,67.98003681,68.0812246,66.91886223,67.46242231,68722500
10/31/2013,525,527.49,521.27,522.702,9846300,0,1,68.10717019,68.43019277,67.62328496,67.80905538,68924100
10/30/2013,519.61,527.52,517.02,524.896,12648700,0,1,67.40793658,68.43408461,67.07194121,68.09367849,88540900
10/29/2013,536.27,539.25,514.54,516.678,22707400,0,1,69.56920411,69.95579338,66.75021591,67.02757425,158951800
10/28/2013,529.04,531,523.21,529.876,19658600,0,1,68.63127108,68.88553785,67.87495717,68.73972364,137610200
10/25/2013,531.315,533.23,525.11,525.958,12064000,0,1,68.92640215,69.17483116,68.12144027,68.23144956,84448000
10/24/2013,525,532.47,522.45,531.91,13741600,0,1,68.10717019,69.07623793,67.77636394,69.00359028,96191200
10/23/2013,519,525.67,519,524.96,11204400,0,1,67.32880253,68.19408791,67.32880253,68.10198107,78430800
10/22/2013,526.405,528.4496,508.03,519.8675,19073700,0,1,68.28943795,68.55467971,65.905687,67.44134152,133515900
10/21/2013,511.77,524.3,511.52,521.362,14218100,0,1,66.3908695,68.01636063,66.35843752,67.63521993,99526700
10/18/2013,505.99,509.26,505.71,508.89,10376500,0,1,65.64104199,66.06525237,65.60471817,66.01725303,72635500
10/17/2013,499.98,504.78,499.68,504.5,9056900,0,1,64.86137705,65.48407118,64.82245867,65.44774736,63398300
10/16/2013,500.79,502.53,499.23,501.114,8967900,0,1,64.96645669,65.19218331,64.7640811,65.00848854,62775300
10/15/2013,497.505,502,495.52,498.68,11431200,0,1,64.54030039,65.1234275,64.28279043,64.69273073,80018400
10/14/2013,489.83,497.58,489.35,496.04,9353500,0,1,63.54463843,64.55002999,63.48236902,64.35024896,65474500
10/11/2013,486.99,493.84,485.16,492.812,9562100,0,1,63.17621107,64.06484748,62.93880893,63.93148716,66934700
10/10/2013,491.32,492.38,487.04,489.638,9950100,0,1,63.73793306,63.87544468,63.18269747,63.51973066,69650700
10/9/2013,484.64,487.79,478.28,486.588,10775900,0,1,62.8713504,63.27999342,62.04628068,63.12406044,75431300
10/8/2013,489.94,490.64,480.54,480.94,10389900,0,1,63.5589085,63.64971806,62.33946584,62.39135701,72729300
10/7/2013,486.56,492.65,485.35,487.75,11153300,0,1,63.12042805,63.91047123,62.96345724,63.27480431,78073100
10/4/2013,483.86,484.6,478.6,483.03,9245300,0,1,62.77016261,62.86616129,62.08779363,62.66248842,64717100
10/3/2013,490.51,492.35,480.7387,483.41,11526900,0,1,63.63285343,63.87155285,62.36524278,62.71178503,80688300
10/2/2013,485.63,491.8,483.75,489.56,10328000,0,1,62.99978107,63.80020248,62.75589253,63.50961188,72296000
10/1/2013,478.45,489.14,478.381,487.96,12638700,0,1,62.06833444,63.45512615,62.05938321,63.30204718,88470900
9/30/2013,477.25,481.66,474.411,476.75,9291300,0,1,61.9126609,62.48476113,61.54436327,61.84779693,65039100
9/27/2013,483.78,484.67,480.72,482.75,8144300,0,1,62.75978437,62.87524224,62.36281687,62.62616459,57010100
9/26/2013,486,488.56,483.9,486.22,8472200,0,1,63.04778041,63.37988394,62.77535173,63.07632055,59305400
9/25/2013,489.2,489.64,481.4301,481.53,11319900,0,1,63.46290982,63.51999012,62.45493668,62.4678965,79239300
9/24/2013,494.88,495.47,487.82,489.1,13012300,0,1,64.19976454,64.27630403,63.28388526,63.44993703,91086100
9/23/2013,496.1,496.91,482.6,490.64,27218100,0,1,64.35803263,64.46311227,62.6067054,63.64971806,190526700
9/20/2013,478,478.55,466,467.41,24975100,0,1,62.00995686,62.08130723,60.45322154,60.63613794,174825700
9/19/2013,470.7,475.83,469.25,472.3,14447900,0,1,61.06294288,61.72844722,60.87483736,61.27050758,101135300
9/18/2013,463.18,466.35,460.66,464.68,16316500,0,1,60.08738874,60.49862632,59.76047433,60.28198066,114215500
9/17/2013,447.96,459.71,447.5,455.32,14263600,0,1,58.11292945,59.63723278,58.05325459,59.06772711,99845200
9/16/2013,461,461.6099,447.22,450.12,19418100,0,1,59.80458183,59.8837029,58.01693077,58.3931418,135926700
9/13/2013,469.3402,471.8292,464.7,464.9,10672700,0,1,60.88653882,61.20943167,60.28457522,60.3105208,74708900
9/12/2013,468.5,475.4,466.01,472.69,14430400,0,1,60.7775414,61.67266421,60.45451882,61.32110148,101012800
9/11/2013,467.0101,473.69,464.81,467.71,32096300,0,1,60.58425974,61.45082943,60.29884529,60.67505632,224674100
9/10/2013,506.2,507.45,489.5,494.64,26542700,0,1,65.66828486,65.83044479,63.50182821,64.16862984,185798900
9/9/2013,505,507.92,503.48,506.17,12167400,0,1,65.51261133,65.89141692,65.31542485,65.66439302,85171800
9/6/2013,498.44,499.38,489.95,498.22,12840200,0,1,64.66159602,64.78354029,63.56020578,64.63305587,89881400
9/5/2013,500.25,500.68,493.64,495.27,8441700,0,1,64.8964036,64.95218661,64.03890189,64.25035844,59091900
9/4/2013,499.56,502.24,496.28,498.691,12322600,0,1,64.80689132,65.1545622,64.38138366,64.69415773,86258200
9/3/2013,493.1,500.6,487.35,488.58,11854600,0,1,63.9688488,64.94180838,63.22291313,63.3824785,82982200
8/30/2013,492,492.95,486.5,487.216,9724900,0,1,63.82614807,63.94938961,63.11264438,63.20552959,68074300
8/29/2013,491.65,496.5,491.13,491.7,8559200,0,1,63.78074329,64.40992381,63.71328476,63.78722968,59914400
8/28/2013,486,495.8,486,490.896,10986000,0,1,63.04778041,64.31911425,63.04778041,63.68292842,76902000
8/27/2013,498,502.51,486.3,488.59,15149600,0,1,64.60451573,65.18958875,63.08669879,63.38377578,106047200
8/26/2013,500.75,510.2,500.5,502.97,11820200,0,1,64.96126757,66.18719663,64.92883558,65.2492636,82741400
8/23/2013,503.27,503.35,499.35,501.02,7954700,0,1,65.28818199,65.29856022,64.77964845,64.99629411,55682900
8/22/2013,504.98,505.59,498.2,502.96,8721700,0,1,65.51001677,65.58915081,64.63046131,65.24796632,61051900
8/21/2013,503.59,507.15,501.2,502.36,11995700,0,1,65.32969493,65.79152641,65.01964514,65.17012956,83969900
8/20/2013,509.71,510.57,500.82,501.07,12810300,0,1,66.12362994,66.23519597,64.97034853,65.00278051,89672100
8/19/2013,504.34,513.74,504,507.74,18232800,0,1,65.42699089,66.64643355,65.38288338,65.86806589,127629600
8/16/2013,500.15,502.94,498.86,502.33,12939500,0,1,64.8834308,65.24537176,64.71608176,65.16623772,90576500
8/15/2013,496.42,502.399,489.0833,497.91,17510500,0,1,64.39954557,65.17518895,63.44777057,64.59284021,122573500
8/14/2013,497.88,504.25,493.4,498.5,27013300,0,1,64.58894837,65.41531537,64.00776719,64.6693797,189093100
8/13/2013,470.94,494.66,468.05,489.57,31497900,0,1,61.09407758,64.17122439,60.71916383,63.51090916,220485300
8/12/2013,456.86,468.65,456.63,467.36,13015500,0,1,59.26750814,60.79700059,59.23767071,60.62965154,91108500
8/9/2013,458.64,460.46,453.65,454.45,9530900,0,1,59.49842388,59.73452874,58.85108144,58.9548638,66716300
8/8/2013,463.855,464.1,457.95,461.01,9134900,3.05,1,60.1749551,60.20673845,59.4089116,59.80587911,63944300
8/7/2013,463.8,467,461.77,464.98,10673500,0,1,59.77237152,60.18477253,59.51075463,59.9244444,74714500
8/6/2013,468.02,471.89,462.17,465.25,11959200,0,1,60.31622536,60.81497283,59.56230476,59.95924073,83714400
8/5/2013,464.69,470.67,462.15,469.45,11387700,0,1,59.88707055,60.65774494,59.55972725,60.50051706,79713900
8/2/2013,458.01,462.85,456.66,462.54,9813700,0,1,59.02618344,59.64993997,58.85220177,59.60998863,68695900
8/1/2013,455.7527,456.8,453.26,456.676,7366100,0,1,58.73527319,58.87024431,58.41402569,58.85426377,51562700
7/31/2013,454.99,457.3425,449.43,452.53,11534200,0,1,58.63697999,58.94015917,57.92043323,58.31994671,80739400
7/30/2013,449.96,457.15,449.23,453.32,11050800,0,1,57.98873715,58.91535067,57.89465817,58.42175821,77355600
7/29/2013,440.8,449.99,440.2,447.79,8859200,0,1,56.80823926,57.99260341,56.73091407,57.70907772,62014400
7/26/2013,435.3,441.04,434.34,440.99,7148300,0,1,56.09942502,56.83916933,55.97570472,56.83272557,50038100
7/25/2013,440.7,441.4,435.81,438.5,8196200,0,1,56.79535173,56.88556445,56.16515143,56.51182603,57373400
7/24/2013,438.93,444.59,435.26,440.51,21140600,0,1,56.56724242,57.2966767,56.09427001,56.77086542,147984200
7/23/2013,426,426.96,418.71,418.99,13192700,0,1,54.90088458,55.02460488,53.96138353,53.99746862,92348900
7/22/2013,429.46,429.75,425.468,426.31,7421300,0,1,55.34679317,55.38416702,54.83232291,54.94083593,51949100
7/19/2013,433.1,433.98,424.35,424.95,9597200,0,1,55.81589932,55.9293096,54.68824031,54.7655655,67180400
7/18/2013,433.38,434.87,430.61,431.758,7817100,0,1,55.85198441,56.04400863,55.49499979,55.64294865,54719700
7/17/2013,429.7,432.22,428.22,430.31,7106800,0,1,55.37772325,55.70248905,55.18698778,55.45633719,49747600
7/16/2013,426.52,430.71,424.17,430.195,7733500,0,1,54.96789975,55.50788732,54.66504275,55.44151653,54134500
7/15/2013,425.01,431.46,424.8,427.44,8639900,0,1,54.77329802,55.60454381,54.7462342,55.08646504,60479300
7/12/2013,427.65,429.79,423.41,426.51,9984400,0,1,55.11352885,55.38932203,54.56709751,54.96661099,69890800
7/11/2013,422.95,428.25,421.1701,427.288,11653300,0,1,54.50781487,55.19085404,54.27842969,55.06687599,81573100
7/10/2013,419.6,424.8,418.25,420.73,10050200,0,1,54.07608256,54.7462342,53.90210088,54.22171167,70351400
7/9/2013,413.6,423.5,410.38,422.35,12592300,0,1,53.30283066,54.57869629,52.88785215,54.43048968,88146100
7/8/2013,420.11,421,410.65,415.05,10647800,0,1,54.14180897,54.256508,52.92264848,53.48969987,74534600
7/5/2013,420.39,423.29,415.35,417.42,9786600,0,1,54.17789406,54.55163248,53.52836247,53.79513437,68506200
7/3/2013,420.86,422.98,417.45,420.8,8604600,0,1,54.23846546,54.51168113,53.79900063,54.23073294,60232200
7/2/2013,409.96,421.63,409.47,418.49,16780900,0,1,52.83372451,54.33769945,52.77057561,53.93303096,117466300
7/1/2013,402.69,412.27,401.22,409.22,13966200,0,1,51.89680097,53.13142649,51.70735425,52.73835678,97763400
6/28/2013,391.36,400.27,388.87,396.53,20661300,0,1,50.43664364,51.5849227,50.1157441,51.10292902,144629100
6/27/2013,399.25,401.39,393.54,393.78,12044500,0,1,51.45346988,51.72926306,50.71759183,50.7485219,84311500
6/26/2013,403.9,404.79,395.66,398.07,13133000,0,1,52.0527401,52.16743913,50.9908075,51.30139701,91931000
6/25/2013,405.7,407.79,398.83,402.63,11220100,0,1,52.28471567,52.55406508,51.39934225,51.88906845,78540700
6/24/2013,407.4,408.66,398.05,402.54,17169500,0,1,52.50380371,52.6661866,51.2988195,51.87746967,120186500
6/21/2013,418.49,420,408.1001,413.5,17182800,0,1,53.93303096,54.12763269,52.59402931,53.28994313,120279600
6/20/2013,419.3,425.98,415.17,416.838,12761100,0,1,54.03741996,54.89830708,53.50516491,53.72012894,89327700
6/19/2013,431.4,431.66,423,423,11105000,0,1,55.59681129,55.63031887,54.51425863,54.51425863,77735000
6/18/2013,431.56,434.9,430.21,431.77,6965200,0,1,55.61743134,56.04787489,55.44344966,55.64449515,48756400
6/17/2013,431.44,435.7,430.3615,432,9264800,0,1,55.6019663,56.15097515,55.46297427,55.67413648,64853600
6/14/2013,435.4,436.29,428.5,430.05,9709500,0,1,56.11231255,56.22701158,55.22307287,55.42282961,67966500
6/13/2013,432.5,437.14,428.75,435.965,10208300,0,1,55.73857413,56.3365556,55.2552917,56.1851271,71458100
6/12/2013,439.5,441.25,431.5,432.19,9472400,0,1,56.64070135,56.86623315,55.60969882,55.69862279,66306800
6/11/2013,435.74,442.7599,433.32,437.6,10218300,0,1,56.15613016,57.06082199,55.84425189,56.39583825,71528100
6/10/2013,444.73,449.079,436.8,438.89,16076900,0,1,57.31471925,57.875198,56.29273799,56.5620874,112538300
6/7/2013,436.5,443.24,432.77,441.811,14447700,0,1,56.2540754,57.12269503,55.77337047,56.9385322,101133900
6/6/2013,445.47,447,434.05,438.46,14890500,0,1,57.41008698,57.60726622,55.93833087,56.50667102,104233500
6/5/2013,445.65,450.72,443.71,445.11,10378200,0,1,57.43328454,58.08668239,57.18326643,57.36369187,72647400
6/4/2013,453.22,454.43,447.39,449.31,10454600,0,1,58.40887068,58.56480981,57.65752759,57.9049682,73182200
6/3/2013,450.73,452.36,442.48,450.72,13298300,0,1,58.08797114,58.29803791,57.02474979,58.08668239,93088100
